Date,Time(UT),Lat,Long,Depth,Mag,Region and Comment
9/6/06,13:26:45,49.91,-130.03,10.0g ,3.6Mw ,205 km WSW of Pt. Hardy
9/6/06,10:59:21,64.95,-133.52,1.0g ,4.2Mw ,280 km SE of Ft. McPherson
9/6/06,3:54:58,58.4,-133.41,1.0g ,3.0ML ,60 km NE of Juneau
9/5/06,19:17:40,64.68,-84.04,18.0g ,3.0MN ,75 km NW from Coral Harbour
9/5/06,6:58:39,50.53,-130.3,10.0g ,3.7Mw ,204 km W of Pt. Hardy
9/5/06,1:40:18,58.31,-133.54,1.0g ,3.1ML ,51 km NE of Juneau
9/5/06,0:21:30,58.26,-133.58,1.0g ,3.2ML ,49 km SE of Juneau
9/4/06,14:23:42,50.55,-130.34,10.0g ,3.1Mw ,207 km SW of Pt. Hardy
9/3/06,20:02:18,62.1,-79.55,18.0g ,3.0MN ,90 km W from Ivujivik
9/3/06,10:41:30,58.4,-133.46,1.0g ,3.1ML ,56 km E of Juneau
9/3/06,3:02:05,52.19,-106.91,0.0g ,3.0MN ,20 km NW of Saskatoon
9/3/06,2:02:45,58.27,-133.55,1.0g ,3.1ML ,51 km SE of Juneau
9/2/06,18:46:10,58.33,-133.47,1.0g ,3.3ML ,55 km NE of Juneau
9/2/06,8:41:57,48.89,-129.33,10.0g ,3.0Mw ,244 km SW of Pt. Hardy
9/2/06,4:02:00,58.37,-133.46,1.0g ,3.0ML ,56 km NE of Juneau
9/2/06,2:56:20,58.29,-133.55,1.0g ,3.0ML ,50 km SE of Juneau
9/2/06,0:07:36,66.23,-141.94,5.0g ,3.1ML ,268 km NW of Dawson
9/1/06,23:44:52,66.31,-141.93,5.0g ,4.6Mw ,276 km NW of Dawson
9/1/06,3:26:20,50.93,-130.52,10.0g ,3.1Mw ,214 km WSW of Bella Bella
8/30/06,15:45:40,48.76,-129.03,10.0g ,3.8Mw ,231 km SW of Tofino
8/30/06,6:53:09,62.35,-124.42,10.0g ,3.1MN ,177 km NW of Ft. Simpson
8/28/06,11:33:22,66.25,-142.09,5.0g ,3.1ML ,274 km NW of Dawson
8/28/06,10:52:04,61.24,-140.17,1.0g ,3.6ML ,152 km NW of Haines Jct.
8/27/06,3:20:05,66.3,-142.16,1.0g ,4.5Mw ,280 km NW of Dawson
8/27/06,2:58:22,66.34,-142.14,5.0g ,4.5Mw ,283 km NW of Dawson
8/26/06,20:21:14,73.42,-72.26,18.0g ,3.3ML ,BAFFIN BAY SEISMIC ZONE. 
8/26/06,3:39:30,48.86,-129.29,10.0g ,4.1Mw ,244 km SW of Pt. Hardy
8/26/06,2:41:45,66.27,-142.32,5.0g ,3.1ML ,280 km NW of Dawson
8/26/06,0:50:06,66.34,-141.99,5.0g ,4.2ML ,280 km NW of Dawson
8/25/06,15:45:42,59.1,-137.78,5.0g ,4.1Mw ,99 km E of Yakutat
8/22/06,20:44:39,50.54,-130.36,10.0g ,3.4Mw ,208 km W of Pt. Hardy
8/22/06,3:55:17,58.02,-138.14,10.0g ,4.1Mw ,161 km SE of Yakutat
8/21/06,12:49:17,48.85,-129.19,10.0g ,3.6Mw ,241 km SW of Tofino
8/19/06,10:14:34,49.82,-129.61,10.0g ,3.6ML ,184 km SW of Pt. Hardy
8/19/06,4:20:03,72.13,-131.11,35.0g ,4.3MLSn ,201 km NW of Sachs Harbour
8/16/06,10:13:10,71.27,-71.67,18.0g ,3.0MN ,165 km NW from Clyde River
8/15/06,18:06:40,49.63,-130.25,10.0g ,3.1Mw ,234 km SW of Pt. Hardy
8/15/06,17:38:40,49.55,-127.21,25.9* ,3.2ML ,81 km SW of Gold R.
8/14/06,20:51:23,61.58,-138.68,1.0g ,3.2ML ,111 km NW of Haines Jct.
8/14/06,17:40:16,65.01,-134.04,1.0g ,3.0ML ,270 km SE of Ft. McPherson
8/13/06,9:13:37,58.99,-137.09,1.0g ,3.9ML ,107 km SW of Haines
8/12/06,23:05:31,68.38,-67.32,18.0g ,3.4MN ,165 km NW from Qikiqtarjuaq
8/12/06,2:29:35,63.04,-143.14,5.0g ,3.3ML ,216 km SW of Dawson
8/12/06,1:37:38,63.09,-143.24,5.0g ,3.9ML ,217 km SW of Dawson
8/11/06,15:14:45,49.62,-128.14,10.0g ,3.2Mw ,130 km SW of Pt. Hardy
8/11/06,9:02:02,44.8,-65.35,5.0g ,3.2MN ,74 km SW from KENTVILLE
8/7/06,23:16:03,62.92,-135.77,10.0g ,3.0ML ,221 km SE of Dawson
8/7/06,23:12:19,49.34,-127.89,10.0g ,3.0Mw ,134 km SW of Gold R.
8/7/06,22:43:14,70.53,-71.7,18.0g ,3.0MN ,115 km W from Clyde River
8/7/06,18:58:16,59.67,-142.45,10.0g ,3.6ML ,172 km NW of Yakutat
8/5/06,20:20:30,50.56,-130.34,10.0g ,3.1Mw ,207 km W of Pt. Hardy
8/3/06,17:26:52,59.94,-138.35,1.0g ,3.5ML ,96 km NE of Yakutat
8/3/06,5:54:06,50.7,-130.62,10.0g ,3.3Mw ,225 km W of Pt. Hardy
8/3/06,5:49:44,50.67,-130.62,10.0g ,3.5Mw ,226 km W of Pt. Hardy
8/2/06,21:15:35,50.45,-130.31,10.0g ,4.6Mw ,206 km W of Pt. Hardy
8/2/06,15:21:48,68.21,-58.59,18.0g ,4.2ML ,Davis Strait. 
8/2/06,14:16:51,50.5,-130.14,10.0g ,3.2Mw ,193 km SW of Pt. Hardy
7/30/06,17:12:47,59.44,-136.5,15.0g ,3.4ML ,81 km NW of Haines
7/30/06,1:52:44,62.19,-144.89,20.0g ,3.5ML ,141 km NE of Valdez
7/29/06,23:57:04,48.85,-129.11,10.0g ,3.1Mw ,235 km SW of Tofino
7/29/06,23:32:40,48.87,-129.17,10.0g ,3.1Mw ,239 km SW of Pt. Hardy
7/29/06,20:13:08,48.86,-129.17,10.0g ,3.6Mw ,239 km SW of Tofino
7/29/06,10:11:10,62.01,-127.48,1.0g ,3.9Mw ,222 km NE of Watson Lk.
7/29/06,8:37:18,58.37,-133.47,1.0g ,3.1ML ,56 km NE of Juneau
7/29/06,8:28:41,58.37,-133.48,1.0g ,3.3ML ,55 km NE of Juneau
7/29/06,7:53:55,58.39,-133.46,1.0g ,3.0ML ,56 km NE of Juneau
7/29/06,7:22:13,48.85,-129.13,10.0g ,3.5Mw ,237 km SW of Tofino
7/28/06,17:02:00,58.34,-133.51,1.0g ,3.1ML ,53 km NE of Juneau
7/28/06,13:44:00,58.37,-133.52,1.0g ,3.1ML ,53 km NE of Juneau
7/27/06,14:34:28,50.21,-130.21,10.0g ,3.2Mw ,205 km SW of Pt. Hardy
7/25/06,13:45:19,58.37,-133.48,1.0g ,3.1ML ,55 km NE of Juneau
7/25/06,10:32:16,58.37,-133.48,1.0g ,3.2ML ,55 km NE of Juneau
7/25/06,6:13:38,47.64,-120.21,6.7g ,3.1MC ,159 km NE of Seattle
7/24/06,14:41:32,58.38,-133.39,1.0g ,3.1ML ,60 km NE of Juneau
7/24/06,13:31:19,58.43,-133.35,1.0g ,3.3ML ,64 km NE of Juneau
7/23/06,18:18:37,63.21,-144.49,5.0g ,3.3ML ,240 km SE of Fairbanks
7/23/06,3:07:02,60.32,-57.75,18.0g ,3.9ML ,LABRADOR SEA SEISMIC ZONE. 
7/21/06,8:48:37,51.46,-130.68,10.0g ,3.4ML ,192 km WSW of Bella Bella
7/19/06,11:18:08,49.5,-129.14,10.0g ,3.4Mw ,181 km SW of Pt. Hardy
7/19/06,1:45:53,71.37,-73.39,18.0g ,3.0MN ,Baffin Island
7/18/06,13:09:03,51.27,-130.29,10.0g ,3.1ML ,179 km WSW of Bella Bella
7/18/06,8:03:16,51.23,-130.4,10.0g ,3.0ML ,187 km WSW of Bella Bella
7/16/06,9:53:31,60.37,-58.32,18.0g ,3.2ML ,LABRADOR SEA SEISMIC ZONE. 
7/14/06,9:34:47,46.85,-68.65,5.0g ,4.0MN ,Maine
7/13/06,2:55:59,71.55,-65.74,18.0g ,3.3ML ,BAFFIN BAY SEISMIC ZONE. 
7/12/06,4:33:20,66.05,-135.13,20.0g ,3.3ML ,157 km SW of Ft. McPherson
7/11/06,14:18:47,53.91,-133.45,20.0g ,3.1ML ,86 km W of Masset
7/11/06,13:37:06,56.56,-144.38,10.0g ,3.1MLSn ,419 km WSW of Yakutat
7/8/06,18:16:44,60.71,-142.46,1.0g ,3.0ML ,215 km SE of Valdez
7/5/06,12:26:26,51.14,-130.52,10.0g ,3.2ML ,200 km WSW of Bella Bella
7/5/06,11:04:17,51.22,-130.4,10.0g ,3.0ML ,189 km WSW of Bella Bella
7/5/06,10:46:15,51.25,-130.44,10.0g ,3.5ML ,189 km WSW of Bella Bella
7/5/06,10:32:56,51.22,-130.41,10.0g ,3.1ML ,189 km WSW of Bella Bella
7/4/06,20:37:02,48.33,-123.2,46.2* ,4.0Mw ,16 km ESE of Victoria
7/4/06,5:09:59,64.23,-86.9,18.0g ,3.4MN ,195 km NE from Chesterfield Inlet
7/3/06,17:08:25,55.7,-144.25,10.0g ,3.7MLSn ,490 km SW of Yakutat
7/1/06,21:57:13,47.52,-128.94,10.0g ,3.7Mw ,288 km SW of Tofino
6/30/06,12:25:28,59.96,-140.54,1.0g ,3.2ML ,95 km NW of Yakutat
6/29/06,21:17:19,48.51,-128.8,10.0g ,3.5Mw ,223 km SW of Tofino
6/29/06,19:43:47,48.68,-127.98,10.0g ,3.0MLSn ,159 km SW of Tofino
6/28/06,1:08:54,48.51,-128.82,10.0g ,4.0Mw ,224 km SW of Tofino
6/28/06,0:00:54,48.46,-128.74,10.0g ,3.1Mw ,220 km SW of Tofino
6/27/06,23:21:42,48.55,-128.78,10.0g ,4.0Mw ,220 km SW of Tofino
6/27/06,18:37:40,49,-128.12,10.0g ,3.6Mw ,161 km SW of Tofino
6/26/06,3:13:30,57.27,-57.46,18.0g ,3.0ML ,LABRADOR SEA SEISMIC ZONE. 
6/25/06,6:19:47,48.66,-128.43,10.0g ,3.7Mw ,191 km SW of Tofino
6/23/06,17:12:02,64.71,-87.11,18.0g ,3.2MN ,Wager Bay region
6/22/06,3:51:40,50.97,-130.75,10.0g ,4.0Mw ,224 km WSW of Bella Bella
6/22/06,1:08:49,51,-130.67,10.0g ,3.3Mw ,217 km WSW of Bella Bella
6/21/06,15:29:27,58.35,-133.5,1.0g ,3.1ML ,53 km NE of Juneau
6/21/06,10:48:44,58.31,-133.51,1.0g ,3.3ML ,53 km NE of Juneau
6/21/06,0:16:19,58.31,-133.53,1.0g ,3.0ML ,51 km NE of Juneau
6/20/06,20:54:43,51.35,-130.92,10.0g ,3.7ML ,212 km WSW of Bella Bella
6/20/06,20:18:28,66.28,-141.82,1.0g ,3.1ML ,271 km NW of Dawson
6/20/06,20:11:18,41.85,-81.22,5.0g ,3.7MN ,South shore of Lake Erie 
6/20/06,12:04:44,51.4,-130.74,10.0g ,3.6ML ,199 km WSW of Bella Bella
6/20/06,11:52:23,51.27,-130.94,10.0g ,4.0ML ,217 km WSW of Bella Bella
6/20/06,10:27:21,51.53,-130.73,10.0g ,3.4ML ,192 km WSW of Bella Bella
6/20/06,10:20:25,51.52,-130.62,10.0g ,3.4ML ,185 km WSW of Bella Bella
6/20/06,10:19:26,51.56,-130.63,10.0g ,3.2ML ,184 km WSW of Bella Bella
6/20/06,10:15:16,58.26,-133.56,1.0g ,3.1ML ,50 km SE of Juneau
6/20/06,10:02:03,51.32,-130.9,10.0g ,5.8Mw ,212 km WSW of Bella Bella
6/19/06,23:34:03,58.36,-133.49,1.0g ,3.2ML ,54 km NE of Juneau
6/19/06,12:19:45,58.35,-133.49,1.0g ,3.3ML ,54 km E of Juneau
6/19/06,3:10:23,58.38,-133.49,1.0g ,3.0ML ,55 km NE of Juneau
6/14/06,17:54:48,65.24,-133.21,1.0g ,3.1ML ,250 km SE of Ft. McPherson
6/14/06,15:08:36,48.85,-128.54,10.0g ,3.0Mw ,194 km SW of Tofino
6/8/06,9:57:27,57,-137.93,10.0g ,3.0MLSn ,158 km W of Sitka
6/8/06,4:57:27,64.98,-130.86,1.0g ,3.9Mw ,196 km SW of Norman Wells
6/5/06,3:35:26,48.94,-129.21,10.0g ,3.6Mw ,234 km SW of Pt. Hardy
6/5/06,3:14:40,48.66,-129.05,10.0g ,3.4Mw ,235 km SW of Tofino
6/4/06,8:56:30,50.66,-130.46,10.0g ,5.2Mw ,214 km W of Pt. Hardy
6/3/06,22:54:15,48.94,-128.98,10.0g ,3.3Mw ,224 km SW of Gold R.
6/3/06,8:33:37,58.4,-133.45,1.0g ,3.2ML ,57 km NE of Juneau
6/3/06,4:58:18,58.32,-133.51,1.0g ,3.3ML ,53 km NE of Juneau
6/2/06,16:04:27,58.43,-133.44,1.0g ,3.1ML ,59 km NE of Juneau
6/2/06,15:00:56,49.56,-127.69,10.0g ,3.1Mw ,115 km SW of Gold R.
6/2/06,2:03:35,50.56,-130.31,10.0g ,4.3Mw ,204 km W of Pt. Hardy
6/1/06,13:30:32,58.35,-133.5,1.0g ,3.3ML ,54 km E of Juneau
6/1/06,9:34:25,46.58,-67.45,5.0g ,3.6MN ,25 km SE from Perth-Andover
6/1/06,6:29:59,75.15,-96.32,18.0g ,3.2MN ,30 km SE from Polaris
6/1/06,3:33:01,58.45,-133.4,1.0g ,3.2ML ,61 km NE of Juneau
6/1/06,3:14:27,66.33,-142.31,1.0g ,3.1ML ,286 km NW of Dawson
5/31/06,2:52:10,66.3,-141.82,1.0g ,3.3ML ,272 km NW of Dawson
5/31/06,1:33:19,50.64,-130.48,10.0g ,4.1Mw ,216 km W of Pt. Hardy
5/30/06,8:18:17,66.31,-142.15,1.0g ,3.7ML ,281 km NW of Dawson
5/28/06,11:32:53,49.55,-66.3,20.0* ,3.3MN ,49 km N from Sainte-Anne-des-Monts
5/28/06,11:20:47,49.56,-66.28,18.0g ,3.6MN ,50 km N from Sainte-Anne-des-Monts
5/27/06,21:20:12,59.02,-136.65,10.0g ,3.2ML ,81 km SW of Haines
5/27/06,0:17:15,55.17,-134.85,20.0g ,3.0ML ,211 km SSE of Sitka
5/25/06,16:49:26,58.01,-142.83,10.0g ,3.5MLSn ,240 km WSW of Yakutat
5/25/06,12:44:20,48.74,-129.13,10.0g ,3.3Mw ,238 km SW of Tofino
5/22/06,16:34:11,59.08,-136.29,5.0g ,3.1ML ,60 km SW of Haines
5/22/06,14:20:23,69.9,-143.34,1.0g ,3.8ML ,193 km SE of Prudhoe Bay
5/22/06,3:21:19,62.48,-142.68,5.0g ,3.2ML ,240 km SW of Dawson
5/20/06,2:31:52,51.31,-131.24,10.0g ,3.3Mw ,219 km SSE of Sandspit
5/19/06,5:02:40,51.16,-130.94,10.0g ,3.0Mw ,223 km WSW of Bella Bella
5/15/06,15:03:18,50.59,-130.34,10.0g ,3.1Mw ,206 km SW of Pt. Hardy
5/15/06,0:24:42,71.43,-70.67,18.0g ,4.5MN ,131 km NW from Clyde River
5/11/06,13:41:42,62.23,-136.18,10.0g ,3.0ML ,175 km NW of Whitehorse
5/11/06,6:35:38,46.27,-72.68,18.0g ,3.1MN ,8 km NW from Nicolet
5/10/06,12:57:57,50.06,-130.11,10.0g ,3.1Mw ,204 km SW of Pt. Hardy
5/9/06,16:10:50,63.37,-144.67,10.0g ,3.1ML ,220 km SE of Fairbanks
5/9/06,14:00:07,50.52,-130.21,10.0g ,3.0Mw ,198 km SW of Pt. Hardy
5/9/06,13:55:21,50.5,-130.17,10.0g ,3.4Mw ,195 km SW of Pt. Hardy
5/9/06,8:09:51,58.92,-136.8,1.0g ,3.4ML ,92 km SW of Haines
5/9/06,3:15:03,49.99,-66.29,18.0g ,3.0MN ,23 km S from Sept-Iles
5/6/06,18:31:53,75.93,-119.62,18.0g ,3.4ML ,35 km S from Mould Bay
5/5/06,20:02:16,62.92,-85.25,18.0g ,3.1MN ,171 km SW from Coral Harbour
5/4/06,6:40:49,60.11,-141.18,5.0g ,3.1ML ,131 km NW of Yakutat
5/3/06,22:14:03,61.28,-75.55,18.0g ,3.2MN ,BOOTHIA UNGAVA SEISMIC ZONE. 
5/3/06,8:13:45,49.28,-129.2,10.0g ,3.5Mw ,202 km SW of Pt. Hardy
5/3/06,4:01:17,41.98,-55.71,18.0g ,3.0ML ,Atlantic Offshore 
4/29/06,19:41:06,48.49,-127.78,10.0g ,3.0Mw ,155 km SW of Tofino
4/29/06,5:29:26,48.92,-129.04,10.0g ,3.5Mw ,229 km SW of Gold R.
4/27/06,8:44:37,62.69,-125.29,1.0g ,3.2MN ,233 km NW of Ft. Simpson
4/27/06,5:27:16,62.74,-125.33,1.0g ,3.0MN ,237 km NW of Ft. Simpson
4/26/06,9:12:26,73.4,-72.3,18.0g ,3.0ML ,BAFFIN BAY SEISMIC ZONE. 
4/25/06,15:57:48,48.58,-128.68,10.0g ,3.5Mw ,211 km SW of Tofino
4/24/06,1:25:12,48.93,-129,10.0g ,4.3Mw ,226 km SW of Gold R.
4/23/06,15:40:54,61.86,-124.13,1.0g ,4.3Mw ,151 km W of Fort Simpson
4/23/06,2:54:35,49.4,-127.9,10.0g ,3.7Mw ,133 km W of Gold R.
4/22/06,16:31:30,50.68,-130.53,10.0g ,3.6Mw ,219 km W of Pt. Hardy
4/22/06,12:17:12,49.93,-130.08,10.0g ,3.7Mw ,207 km WSW of Pt. Hardy
4/21/06,21:58:18,48.6,-128.74,10.0g ,4.0Mw ,215 km SW of Tofino
4/20/06,15:29:22,79.44,-93.51,18.0g ,3.2ML ,160 km W from Eureka
4/19/06,18:16:03,48.71,-128.38,10.0g ,4.3Mw ,186 km SW of Tofino
4/17/06,0:47:13,63.07,-143.35,1.0g ,3.0ML ,223 km SW of Dawson
4/16/06,10:48:16,71.86,-76.09,18.0g ,3.5MN ,114 km SE from Pond Inlet
4/15/06,23:49:05,50.24,-130.23,10.0g ,3.0Mw ,205 km W of Pt. Hardy
4/15/06,20:43:57,64.94,-133.58,1.0g ,4.3ML ,281 km SE of Ft. McPherson
4/14/06,11:22:26,75.49,-107.52,18.0g ,3.0MN ,300 km W from Polaris
4/13/06,19:45:23,58.93,-134.55,1.0g ,3.6ML ,43 km SE of Haines
4/13/06,16:00:59,68,-65,18.0g ,3.4MN ,64 km NW from Qikiqtarjuaq
4/13/06,15:39:52,50.55,-130.36,10.0g ,4.1Mw ,208 km W of Pt. Hardy
4/11/06,4:05:44,49.88,-130.1,10.0g ,3.3Mw ,211 km SW of Pt. Hardy
4/7/06,17:39:06,66.24,-141.95,1.0g ,3.0ML ,269 km NW of Dawson
4/7/06,12:44:26,46.83,-76.62,18.0g ,3.1MN ,WESTERN QUEBEC SEISMIC ZONE. 
4/7/06,8:31:41,47.38,-70.46,24.5* ,4.1MN ,CHARLEVOIX SEISMIC ZONE
4/6/06,14:06:43,64.52,-139.15,10.0g ,3.7ML ,52 km NE of Dawson
4/6/06,14:01:36,64.56,-139.12,1.0g ,3.7ML ,57 km NE of Dawson
4/5/06,18:58:39,49.89,-130.1,10.0g ,3.8Mw ,211 km WSW of Pt. Hardy
4/4/06,23:14:10,66.45,-142.16,5.0g ,3.4ML ,294 km NW of Dawson
4/3/06,15:29:33,50.6,-130.4,10.0g ,3.1Mw ,210 km W of Pt. Hardy
4/2/06,16:53:44,71.53,-69.78,18.0g ,3.3MN ,126 km N from Clyde River
4/2/06,9:46:39,50.52,-130.3,10.0g ,4.3Mw ,204 km W of Pt. Hardy
3/31/06,20:37:04,49.27,-127.57,10.0g ,3.2Mw ,116 km WSW of Gold R.
3/29/06,15:11:56,50.57,-130.38,10.0g ,3.9Mw ,209 km W of Pt. Hardy
3/29/06,13:43:29,66.24,-142.19,5.0g ,3.6ML ,275 km NW of Dawson
3/29/06,12:58:56,50.57,-130.41,10.0g ,3.4Mw ,211 km W of Pt. Hardy
3/29/06,5:46:16,66.24,-142.07,15.0g ,3.1ML ,272 km NW of Dawson
3/29/06,4:10:19,50.03,-128.4,10.0g ,3.6Mw ,102 km SW of Pt. Hardy
3/29/06,3:37:05,66.29,-142.23,5.0g ,4.5Mw ,280 km NW of Dawson
3/28/06,3:30:11,49.25,-129.98,10.0g ,3.4Mw ,244 km SW of Pt. Hardy
3/27/06,3:38:09,66.26,-141.95,1.0g ,3.6ML ,271 km NW of Dawson
3/26/06,1:09:00,57.06,-136.59,5.0g ,3.9ML ,76 km W of Sitka
3/24/06,4:07:38,68.87,-67.13,18.0g ,3.0MN ,190 km S from Clyde River
3/22/06,22:16:12,60.05,-77.25,18.0g ,4.1MN ,Puvirnituq
3/22/06,17:24:33,48.77,-115.19,10.0g ,4.3Mw ,91 km SE of Cranbrook
3/21/06,6:28:51,65.18,-140.24,1.0g ,3.0ML ,130 km NW of Dawson
3/20/06,19:43:30,50.04,-130.22,10.0g ,3.5Mw ,212 km SW of Pt. Hardy
3/20/06,18:40:57,65.43,-141.99,1.0g ,4.4ML ,195 km NW of Dawson
3/15/06,22:55:44,48.8,-128.66,10.0g ,4.5Mw ,203 km SW of Tofino
3/15/06,22:09:50,48.82,-128.59,10.0g ,3.8Mw ,198 km SW of Tofino
3/15/06,21:59:24,48.8,-128.68,10.0g ,3.8Mw ,205 km SW of Tofino
3/15/06,21:53:45,48.81,-128.64,10.0g ,4.1Mw ,202 km SW of Tofino
3/15/06,16:44:48,48.85,-128.59,10.0g ,3.2Mw ,197 km SW of Tofino
3/15/06,2:41:30,50.1,-130.15,10.0g ,3.2Mw ,West of Vancouver Island
3/14/06,12:08:56,66.26,-141.94,1.0g ,3.3ML ,271 km NW of Dawson
3/14/06,7:56:40,66.23,-141.63,1.0g ,4.4ML ,262 km NW of Dawson
3/14/06,7:54:11,66.29,-141.68,5.0g ,4.1ML ,269 km NW of Dawson
3/13/06,5:28:03,57.96,-138.58,1.0g ,3.8ML ,157 km SE of Yakutat
3/12/06,13:13:04,51.26,-131.22,10.0g ,3.1Mw ,225 km SSE of Sandspit
3/12/06,4:29:03,69.67,-145.16,1.0g ,4.2ML ,137 km SE of Prudhoe Bay
3/11/06,12:27:16,41.82,-81.42,5.0g ,3.1MN ,South shore Lake Erie. Felt 
3/7/06,18:36:55,72.1,-96.42,18.0g ,3.4MN ,76 km W from Fort Ross
3/6/06,4:04:23,64.83,-129.22,1.0g ,3.0ML ,Mackenzie Mountains
3/6/06,2:52:56,64.94,-129.23,15.0g ,3.6ML ,Mackenzie Mountains
3/5/06,20:31:51,64.9,-129.2,10.0g ,3.8Mw ,Mackenzie Mountains
3/5/06,13:58:32,64.93,-129.31,1.0g ,3.3ML ,128 km SW of Norman Wells
3/5/06,10:42:14,64.94,-129.07,5.0g ,5.7Mw ,117 km W of Norman Wells
3/4/06,17:11:32,67.06,-65.65,18.0g ,3.0MN ,89 km SW from Qikiqtarjuaq
3/4/06,2:13:10,49.51,-81.54,17.0g ,3.4MN ,63 km E from Kapuskasing
3/2/06,15:42:24,66.28,-141.72,10.0g ,3.8ML ,Eastern Alaska. 
3/2/06,6:01:53,65.23,-87.55,18.0g ,3.0MN ,158 km SW from Repulse Bay
3/2/06,5:05:19,64.95,-128.99,10.0g ,3.9ML ,Mackenzie Mountains
2/26/06,21:24:53,51.17,-131.15,10.0g ,3.0ML ,235 km WSW of Bella Bella
2/26/06,9:26:16,72.41,-75.88,18.0g ,3.0MN ,78 km SE from Pond Inlet
2/26/06,4:09:22,45.55,-74.71,18.0g ,3.1MN ,9 km SW from Hawkesbury
2/25/06,3:57:00,62.22,-145.45,1.0g ,3.1ML ,Eastern Alaska. 
2/25/06,1:39:22,45.65,-75.23,20.0g ,4.5MN ,6 km N from Thurso
2/23/06,15:53:50,50.58,-130.38,10.0g ,3.0Mw ,West of Vancouver Island
2/21/06,23:15:00,66.22,-142.14,1.0g ,4.4Mw ,Eastern Alaska. 
2/21/06,20:08:35,66.25,-142.47,5.0g ,3.3ML ,Eastern Alaska. 
2/21/06,1:38:27,69.69,-145.49,1.0g ,3.6ML ,Brooks Range
2/20/06,6:20:32,66.26,-141.98,1.0g ,3.3ML ,Eastern Alaska. 
2/20/06,1:40:02,69.64,-145.33,1.0g ,4.9ML ,Brooks Range
2/19/06,7:29:29,66.23,-141.93,1.0g ,3.4ML ,Eastern Alaska. 
2/18/06,13:48:20,66.39,-142.78,1.0g ,3.8ML ,Eastern Alaska. 
2/18/06,13:01:35,66.32,-142.06,5.0g ,4.4Mw ,Eastern Alaska. 
2/16/06,12:28:32,66.93,-135.83,1.0g ,4.2Mw ,Northern Yukon - N.W.T. border. 
2/16/06,6:27:33,69.35,-53.6,18.0g ,3.7ML ,Greenland west coast. 
2/16/06,2:42:01,69.49,-53.37,18.0g ,3.6ML ,Greenland west coast. 
2/16/06,0:32:34,69.43,-53.35,18.0g ,4.0ML ,Greenland west coast. 
2/15/06,11:33:25,49.52,-130.18,10.0g ,3.0Mw ,West of Vancouver Island
2/13/06,12:43:49,51.21,-130.91,10.0g ,4.3Mw ,219 km WSW of Bella Bella
2/12/06,15:52:00,65.92,-135.15,10.0g ,3.1ML ,Wernecke Mountains
2/9/06,17:20:50,66.26,-141.83,1.0g ,3.5ML ,Eastern Alaska. 
2/9/06,7:25:52,66.25,-141.86,1.0g ,3.7ML ,Eastern Alaska. 
2/8/06,20:15:01,66.23,-141.89,10.0g ,3.4ML ,Eastern Alaska. 
2/8/06,12:44:04,65.24,-133.41,5.0g ,4.2Mw ,Mackenzie Mountains
2/8/06,8:04:28,69.37,-53.47,18.0g ,3.2MN ,Greenland coast 
2/8/06,3:48:58,66.26,-142.29,1.0g ,3.2ML ,Eastern Alaska. 
2/7/06,22:51:08,66.28,-141.87,1.0g ,3.4ML ,Eastern Alaska. 
2/7/06,11:09:05,66.31,-142.16,5.0g ,4.2ML ,Eastern Alaska. 
2/7/06,9:31:23,66.25,-141.72,1.0g ,3.4ML ,Eastern Alaska. 
2/7/06,9:09:26,66.26,-142.02,1.0g ,4.3Mw ,Eastern Alaska. 
2/7/06,8:38:47,47.74,-113.76,10.0g ,3.0ML ,Northwestern Montana. 
2/7/06,4:07:21,46.29,-75.3,18.0g ,3.1MN ,32 km SE from Mont-Laurier
2/6/06,10:34:27,66.29,-141.84,5.0g ,4.0ML ,Eastern Alaska. 
2/6/06,9:19:22,66.28,-142,5.0g ,3.2ML ,Eastern Alaska. 
2/6/06,8:43:35,66.28,-142.1,1.0g ,4.2Mw ,Eastern Alaska. 
2/6/06,1:03:35,49.57,-127.65,10.0g ,4.6Mw ,112 km W of Gold R.
2/5/06,22:47:45,66.3,-142.11,1.0g ,3.3ML ,Eastern Alaska. 
2/5/06,21:31:43,66.24,-142.09,5.0g ,3.6ML ,Eastern Alaska. 
2/5/06,19:42:48,60.04,-141.38,1.0g ,3.0ML ,Near Icy Bay
2/5/06,18:05:10,66.23,-142.08,5.0g ,3.3ML ,Eastern Alaska. 
2/5/06,17:10:17,66.28,-142.01,5.0g ,3.6ML ,Eastern Alaska. 
2/5/06,16:43:32,66.4,-142.27,1.0g ,5.4ML ,292 km NW of Dawson
2/5/06,9:26:47,66.44,-143.66,5.0g ,3.6ML ,257 km NE of Fairbanks
2/5/06,8:16:59,66.43,-142.34,10.0g ,5.6ML ,297 km NW of Dawson
2/4/06,13:33:16,63.12,-143.34,10.0g ,3.6ML ,Eastern Alaska. 
2/3/06,8:24:36,50.56,-130.31,10.0g ,3.4Mw ,204 km W of Pt. Hardy
2/3/06,1:47:46,47.95,-122.39,33.0g ,3.4ML ,Near Everett
2/3/06,1:42:35,46.02,-57.97,18.0g ,3.0MN ,Laurentian Channel. 
2/3/06,1:08:34,48.94,-129.02,10.0g ,3.0Mw ,West of Vancouver Island
2/2/06,9:17:26,48.73,-128.96,10.0g ,3.8Mw ,West of Vancouver Island
2/1/06,6:10:26,49.82,-129.92,10.0g ,4.0Mw ,West of Vancouver Island
